Name,RA,Dec,Con,OT,Mag,Diam,Other
NGC 5,1.953750,35.362330,AND,GX,14.71,0.977,E
NGC 7836,2.006850,33.070780,AND,GX,14.36,0.891,E?
NGC 11,2.177100,37.447840,AND,GX,14.44,1.445,Sa
NGC 20,2.386200,33.308610,AND,GX,14.21,1.738,E-S0
NGC 13,2.198850,33.433380,AND,GX,14.11,2.291,Sb
NGC 19,2.670300,32.983110,AND,GX,14.00,1.202,SBbc
NGC 39,3.078600,31.061080,AND,GX,14.36,1.096,Sc
NGC 43,3.253050,30.915310,AND,GX,13.88,1.380,S0
NGC 51,3.645300,48.255500,AND,GX,14.42,1.413,S0
NGC 68,4.577100,30.071810,AND,GX,14.41,1.288,E-S0
NGC 74,4.705350,30.062110,AND,GX,15.64,0.832,Sbc
NGC 71,4.598250,30.063190,AND,GX,14.22,1.950,E-S0
NGC 72A,4.643100,30.036280,AND,GX,15.67,0.380,E
NGC 112,6.702900,31.703310,AND,GX,14.63,1.023,Sb
NGC 140,7.835400,30.792470,AND,GX,14.38,0.871,SBc
NGC 149,8.459400,30.723470,AND,GX,15.06,0.912,S0
NGC 218,10.436250,36.358630,AND,GX,15.46,1.047,Sbc
NGC 226,10.725150,32.581000,AND,GX,14.48,0.794,E-S0
NGC 233,10.902300,30.587000,AND,GX,13.89,1.259,E
NGC 282,13.175550,30.639110,PSC,GX,14.52,1.259,E
NGC 287,13.367850,32.482250,PSC,GX,14.83,0.832,S0-a
NGC 311,14.385750,30.280800,PSC,GX,14.01,1.349,S0
NGC 317A,14.412900,43.800670,AND,GX,14.95,1.202,Sa
NGC 318,14.521800,30.425650,PSC,GX,15.26,0.603,S0
NGC 373,16.742550,32.308410,PSC,GX,15.94,0.525,E
NGC 387,16.887600,32.391060,PSC,GX,16.49,0.417,E
NGC 389,17.124750,39.695440,AND,GX,14.93,1.259,S0-a
NGC 393,17.154000,39.644330,AND,GX,13.61,1.660,E
NGC 398,17.223450,32.514350,PSC,GX,15.40,0.832,S0
NGC 414,17.822850,33.113790,PSC,GX,14.45,0.741,S0
NGC 425,18.260700,38.768140,AND,GX,13.46,0.891,Sc
NGC 443,18.781650,33.377360,PSC,GX,14.26,0.832,S0-a
NGC 451,19.051650,33.064080,PSC,GX,14.91,0.692,Sc
NGC 449,19.029900,33.089400,PSC,GX,15.05,0.676,SBa
NGC 477,20.334750,40.488210,AND,GX,14.19,1.549,Sc
NGC 496,20.798100,33.528540,PSC,GX,14.31,0.891,Sbc
NGC 498,20.797050,33.489300,PSC,GX,16.49,nan,
NGC 503,20.868450,33.331460,PSC,GX,15.21,0.631,S0
NGC 501,20.843400,33.433010,PSC,GX,15.50,0.525,E
NGC 513,21.111750,33.799490,AND,GX,13.39,0.617,Sc
NGC 536,21.590700,34.702970,AND,GX,13.22,2.951,Sb
NGC 562,22.121850,48.387030,AND,GX,14.50,0.912,Sc
NGC 561,22.078200,34.308690,AND,GX,14.02,1.413,Sa
NGC 571,22.483500,32.501140,PSC,GX,15.15,0.708,Sbc
NGC 573,22.705650,41.257310,AND,GX,13.52,0.389,Sab
NGC 587,23.138850,35.358530,TRI,GX,13.78,2.239,SABb
NGC 590,23.420550,44.929080,AND,GX,14.06,2.138,SBa
NGC 605,23.759850,41.248140,AND,GX,14.39,1.318,S0
NGC 608,23.867700,33.656720,TRI,GX,14.21,0.832,S0-a
NGC 627,23.967750,33.681810,TRI,GX,13.84,1.514,S0
NGC 666,26.525850,34.374530,TRI,GX,14.28,0.776,E
NGC 669,26.817300,35.563300,TRI,GX,13.34,2.344,Sab
NGC 688,27.684300,35.284340,TRI,GX,13.37,0.891,Sb
NGC 709,28.210800,36.223470,AND,GX,15.24,0.724,E-S0
NGC 704,28.157100,36.126740,AND,GX,14.34,1.096,E-S0
NGC 736,29.170350,33.043500,TRI,GX,13.15,1.820,E
NGC 740,29.228850,33.015110,TRI,GX,14.86,1.585,SBb
NGC 739,29.227500,33.266500,TRI,GX,15.06,0.813,S0-a
NGC 746,29.462550,44.918580,AND,GX,13.70,1.820,I
NGC 785,30.416850,31.826440,TRI,GX,13.85,1.622,E
NGC 789,30.608250,32.072190,TRI,GX,13.98,0.692,Sb
NGC 798,30.831600,32.077530,TRI,GX,14.63,1.202,E
NGC 804,31.008750,30.832810,TRI,GX,14.63,1.259,S0
NGC 828,32.540100,39.190310,AND,GX,13.14,2.884,Sa
NGC 841,32.822250,37.497190,AND,GX,13.40,1.738,Sab
NGC 845,33.082500,37.477280,AND,GX,14.35,1.622,Sb
NGC 847,33.051300,44.568180,AND,GX,13.10,1.905,SBab
NGC 860,33.750600,30.778720,TRI,GX,15.18,0.631,E
NGC 898,35.835000,41.951440,AND,GX,13.71,1.738,Sab
NGC 909,36.345000,42.035390,AND,GX,14.51,1.023,E
NGC 910,36.361800,41.824390,AND,GX,13.26,1.778,E
NGC 913,36.435900,41.799440,AND,GX,11.53,nan,
NGC 917,36.532050,31.912330,TRI,GX,14.23,1.778,Sab
NGC 923,36.894300,41.977730,AND,GX,14.37,0.776,SABb
NGC 920,36.965850,45.947080,AND,GX,15.38,1.175,SBb
NGC 931,37.060200,31.311500,TRI,GX,14.40,2.455,Sbc
NGC 933,37.322700,45.911360,AND,GX,15.30,1.820,Sbc
NGC 946,37.660350,42.232110,AND,GX,14.49,1.413,S0
NGC 968,38.526000,34.480000,TRI,GX,13.88,1.202,E
NGC 978B,38.700450,32.841400,TRI,GX,nan,0.631,S0
NGC 978A,38.695650,32.846170,TRI,GX,13.26,1.820,E-S0
NGC 980,38.827350,40.926560,AND,GX,14.21,1.660,S0
NGC 987,39.206700,33.327250,TRI,GX,13.48,1.514,S0-a
NGC 1000,39.707250,41.459780,AND,GX,15.52,0.646,E
NGC 995,39.633450,41.529160,AND,GX,14.78,1.288,S0
NGC 999,39.697650,41.670330,AND,GX,14.76,0.776,SABa
NGC 996,39.666150,41.647560,AND,GX,14.43,1.288,E
NGC 1002,39.731850,34.622250,TRI,GX,14.11,1.148,SBb
NGC 1001,39.802650,41.671720,PER,GX,15.00,0.724,Sab
NGC 1005,39.865350,41.493390,PER,GX,14.50,nan,E
NGC 1023A,40.157100,39.057520,PER,GX,14.48,1.288,IB
NGC 1057,40.762050,32.491190,TRI,GX,15.58,1.148,S0
NGC 1060,40.812750,32.424940,TRI,GX,13.01,2.344,E-S0
NGC 1053,40.801800,41.500610,PER,GX,13.95,1.660,S0
NGC 1066,40.957950,32.474920,TRI,GX,14.58,1.820,E
NGC 1077A,41.511600,40.093270,PER,GX,17.09,0.525,SBb
NGC 1077B,41.504100,40.090090,PER,GX,14.54,1.047,Sb
NGC 1086,41.984700,41.246770,PER,GX,13.53,1.318,Sc
NGC 1106,42.669150,41.671590,PER,GX,13.65,1.820,S0
NGC 1130,43.601700,41.605460,PER,GX,15.73,0.692,E
NGC 1131,43.641600,41.558830,PER,GX,15.40,nan,E
NGC 1129,43.614300,41.579010,PER,GX,13.61,2.818,E
NGC 1161,45.308850,44.897070,PER,GX,12.13,2.692,S0
NGC 1164,45.499350,42.585010,PER,GX,14.56,1.175,Sab
NGC 1169,45.894900,46.386260,PER,GX,12.35,3.311,Sb
NGC 1177,46.154850,42.362860,PER,GX,15.68,0.603,E
NGC 1212,47.181300,40.861640,PER,GX,11.99,nan,
NGC 1213,47.322150,38.649360,PER,GX,15.67,0.933,Sd
NGC 1227,47.782200,35.324890,PER,GX,15.68,0.661,S0-a
NGC 1224,47.806500,41.363720,PER,GX,15.19,1.349,E-S0
NGC 1250,48.837900,41.355420,PER,GX,13.97,2.344,S0
NGC 1259,49.321950,41.385120,PER,GX,15.21,0.955,E-S0
NGC 1260,49.363350,41.405110,PER,GX,14.30,1.288,S0-a
NGC 1264,49.498200,41.520310,PER,GX,15.10,1.000,SBab
NGC 1265,49.565250,41.857570,PER,GX,13.04,1.905,E
NGC 1267,49.686750,41.467650,PER,GX,14.09,1.122,E
NGC 1268,49.688100,41.488720,PER,GX,14.94,0.955,SABb
NGC 1270,49.742400,41.470000,PER,GX,14.22,1.047,E
NGC 1277,49.964850,41.573320,PER,GX,14.64,0.977,S0-a
NGC 1279,49.996200,41.479500,PER,GX,17.23,0.575,S0
NGC 1282,50.050800,41.366940,PER,GX,13.87,1.380,E
NGC 1293,50.401950,41.392780,PER,GX,14.50,0.871,E
NGC 1294,50.416500,41.360270,PER,GX,14.34,1.380,E-S0
NGC 1335,52.581150,41.572720,PER,GX,15.50,0.891,E-S0
NGC 1469,60.115650,68.577720,CAM,GX,14.33,2.188,E-S0
NGC 1569,67.704900,64.848160,CAM,GX,11.79,3.890,IB
NGC 1544,75.652350,86.222310,CEP,GX,14.10,1.122,S0-a
NGC 2128,91.142550,57.627810,CAM,GX,13.66,1.445,E-S0
NGC 2208,95.644350,51.909580,AUR,GX,14.01,1.738,S0
NGC 2273B,101.631600,60.340330,LYN,GX,13.40,1.479,Sc
NGC 2275,101.824800,33.599190,GEM,GX,13.78,2.512,Sa
NGC 2256,101.808150,74.236500,CAM,GX,13.94,2.188,E-S0
NGC 2288,102.716400,33.462330,GEM,GX,15.31,0.170,
NGC 2294,102.797100,33.527060,GEM,GX,14.90,0.912,E
NGC 2291,102.744150,33.525140,GEM,GX,14.25,0.933,S0
NGC 2303,104.073150,45.492830,AUR,GX,13.93,1.549,E
NGC 2308,104.656800,45.210580,LYN,GX,14.36,1.479,Sab
NGC 2315,105.637800,50.590580,LYN,GX,14.41,1.585,S0-a
NGC 2321,106.495950,50.755830,LYN,GX,14.81,1.288,Sa
NGC 2322,106.501200,50.510280,LYN,GX,14.54,1.096,SBa
NGC 2333,107.088900,35.170080,GEM,GX,14.05,1.000,Sa
NGC 2326,107.045700,50.682000,LYN,GX,13.92,2.042,Sb
NGC 2330,107.368050,50.152470,LYN,GX,15.76,0.646,E
NGC 2334,107.890200,50.248420,LYN,GX,14.56,1.202,S0
NGC 2379,111.859500,33.811250,GEM,GX,14.60,0.977,S0
NGC 2375,111.789600,33.831780,GEM,GX,14.87,1.000,Sb
NGC 2373,111.654000,33.823810,GEM,GX,14.56,0.589,Sb
NGC 2363,112.124400,69.193120,CAM,GX,15.69,1.122,I
NGC 2388,112.222500,33.819000,GEM,GX,14.66,0.871,Sb
NGC 2426,115.826850,52.318440,LYN,GX,14.37,1.096,E
NGC 2429B,115.965900,52.348470,LYN,GX,12.38,0.407,Sbc
NGC 2429A,115.948200,52.357360,LYN,GX,14.61,1.698,S0-a
NGC 2445,116.729550,39.015250,LYN,GX,13.85,1.862,Sm
NGC 2456,118.544550,55.495080,LYN,GX,14.27,1.148,E
NGC 2457,118.690500,55.546690,LYN,GX,15.81,0.501,
NGC 2473,118.895400,56.736080,LYN,GX,11.88,nan,
NGC 2458,118.963950,56.710580,LYN,GX,11.27,nan,E-S0
NGC 2462,119.133300,56.686950,LYN,GX,14.93,0.603,S0-a
NGC 2463,119.301900,56.676440,LYN,GX,14.78,0.603,E
NGC 2469,119.514300,56.680440,LYN,GX,13.16,0.891,Sbc
NGC 2468,119.510250,56.359610,LYN,GX,14.76,1.514,S0
NGC 2488,120.441300,56.553330,LYN,GX,13.45,1.445,E-S0
NGC 2497,120.546450,56.942360,LYN,GX,14.35,1.585,E
NGC 2523A,121.035450,74.047750,CAM,GX,14.52,1.096,Sc
NGC 2544,125.417850,73.988360,CAM,GX,13.86,1.549,Sa
NGC 2629,131.816100,72.985610,UMA,GX,13.31,1.950,E-S0
NGC 2641,131.989950,72.895720,UMA,GX,14.82,1.259,S0
NGC 2636,132.101700,73.671280,CAM,GX,14.65,0.339,E
NGC 2634A,132.159000,73.939310,CAM,GX,14.53,1.202,SBbc
NGC 2646,132.592050,73.462970,CAM,GX,13.16,1.479,S0
NGC 2687A,133.770750,49.156450,UMA,GX,nan,0.224,
NGC 2719A,135.066300,35.720140,LYN,GX,14.50,0.490,I
NGC 2793,139.194300,34.431680,LYN,GX,13.39,1.122,Sm
NGC 2800,139.646700,52.514360,UMA,GX,13.92,1.413,E
NGC 2810,140.518800,71.843970,UMA,GX,13.24,1.698,E
NGC 2760,141.062700,76.531520,DRA,GX,14.90,nan,E-S0
NGC 2977,145.944600,74.859580,DRA,GX,13.27,2.089,Sb
NGC 2957,146.826150,72.984120,DRA,GX,15.39,0.759,Sa
NGC 2963,146.959950,72.964370,DRA,GX,14.34,1.175,SBab
NGC 3002,147.277050,44.048390,UMA,GX,17.40,0.912,
NGC 3061,149.050200,75.866530,DRA,GX,13.49,1.585,Sc
NGC 3066,150.545400,72.125250,UMA,GX,13.51,1.122,SABb
NGC 3197,153.615150,77.820250,DRA,GX,14.42,1.096,Sbc
NGC 3147,154.223700,73.400730,DRA,GX,11.26,4.074,Sbc
NGC 3212,157.069650,79.823330,DRA,GX,14.46,0.832,SBb
NGC 3215,157.168650,79.813060,DRA,GX,14.16,0.955,SBbc
NGC 3364,162.124200,72.425060,UMA,GX,13.47,1.380,SABc
NGC 3465,164.880150,75.191220,DRA,GX,14.68,0.955,Sb
NGC 3523,165.776400,75.115750,DRA,GX,13.89,1.148,Sbc
NGC 3499,165.796050,56.221760,UMA,GX,14.17,0.832,S0-a
NGC 3562,168.244500,72.879280,DRA,GX,13.17,1.698,E
NGC 3736,173.924400,73.451690,DRA,GX,15.68,1.148,Sbc
NGC 3759,174.225300,54.823140,UMA,GX,14.28,1.023,S0
NGC 3769A,174.459450,47.881800,UMA,GX,14.76,0.912,SBm
NGC 3782,174.836400,46.513560,UMA,GX,13.09,1.230,Scd
NGC 3172,176.799600,89.093250,UMI,GX,14.86,1.148,S0
NGC 3939,177.332850,74.302170,DRA,GX,14.18,0.871,Sab
NGC 3961,178.740300,69.330110,DRA,GX,14.63,1.288,SBa
NGC 4034,180.373500,69.323920,DRA,GX,14.57,1.445,Sc
NGC 4133,182.208000,74.904280,DRA,GX,13.12,1.660,SABb
NGC 4128,182.134800,68.767610,DRA,GX,12.93,2.188,S0
NGC 4159,182.723250,76.125890,DRA,GX,14.29,1.349,Scd
NGC 4319,185.432400,75.322600,DRA,GX,12.95,2.455,SBab
NGC 4331,185.648400,76.172400,DRA,GX,14.78,1.585,I
NGC 4363,185.869050,74.952260,DRA,GX,14.68,0.794,Sb
NGC 4572,188.939400,74.242590,DRA,GX,14.78,1.479,Sc
NGC 4648,190.435050,74.420860,DRA,GX,12.95,1.413,E
NGC 4669,191.194350,54.875790,UMA,GX,14.12,1.549,Sb
NGC 4676B,191.547000,30.722940,COM,GX,14.41,0.977,S0-a
NGC 4749,192.800100,71.636750,DRA,GX,14.28,1.585,Sb
NGC 4774,193.276950,36.819660,CVN,GX,14.82,0.603,Sc
NGC 4837,194.208450,48.299800,CVN,GX,nan,0.331,Sd
NGC 4868,194.787000,37.310290,CVN,GX,12.95,1.445,Sab
NGC 4972,195.582750,75.404110,DRA,GX,14.29,0.977,S0
NGC 5034,198.079200,70.649330,UMI,GX,14.34,0.891,Sbc
NGC 4400,186.483000,33.514730,CVN,GX,13.72,nan,
NGC 5223,203.605050,34.690490,CVN,GX,14.08,2.138,E
NGC 5262,203.910600,75.039360,UMI,GX,15.06,1.202,E-S0
NGC 5295,204.664350,79.458780,CAM,GX,14.78,0.631,E-S0
NGC 5314,206.547300,70.339580,UMI,GX,14.68,0.955,Sa
NGC 5340,207.249450,72.653890,UMI,GX,15.00,nan,E
NGC 5344,207.550200,73.953000,UMI,GX,15.32,nan,E
NGC 5325B,207.721650,38.240280,CVN,GX,15.87,0.501,Sc
NGC 5415,209.237400,70.754330,UMI,GX,15.09,0.871,E
NGC 5412,209.306550,73.616640,UMI,GX,14.78,1.175,E-S0
NGC 5394,209.640150,37.453500,CVN,GX,13.57,2.630,SBb
NGC 5547,212.438250,78.601000,UMI,GX,14.83,0.741,
NGC 5545,214.271850,36.575110,BOO,GX,13.20,0.977,Sbc
NGC 5607,214.861200,71.588250,UMI,GX,13.97,0.871,Sab
NGC 5640,215.170500,80.123170,CAM,GX,15.50,0.776,
NGC 5615,216.027150,34.865010,BOO,GX,16.44,0.162,
NGC 5671,216.925050,69.694220,UMI,GX,14.36,1.413,Sb
NGC 5639,217.194000,30.412810,BOO,GX,14.46,1.259,Sc
NGC 5642,217.306350,30.026470,BOO,GX,14.04,1.778,E
NGC 5712,217.424700,78.864310,UMI,GX,15.30,0.724,E
NGC 5724,219.758700,46.692060,BOO,GX,13.72,nan,
NGC 5807,223.953000,63.903440,DRA,GX,15.22,0.776,E
NGC 5795,224.081550,49.399070,BOO,GX,14.67,0.776,Sc
NGC 5836,224.879100,73.893280,UMI,GX,14.76,1.175,Sb
NGC 5881,227.659200,64.898620,DRA,GX,15.84,0.617,SBcd
NGC 5909,227.868150,75.383830,UMI,GX,14.69,1.000,Sbc
NGC 5912,227.920950,75.384710,UMI,GX,14.51,1.047,E-S0
NGC 5939,231.191850,68.730580,UMI,GX,13.66,0.832,SABc
NGC 5451,210.652050,54.364480,UMA,GX,16.70,0.525,
NGC 5462,210.971250,54.368640,UMA,GX,18.17,0.135,
NGC 5993,236.115150,41.120890,BOO,GX,14.15,0.955,Sb
NGC 6011,236.637000,72.169180,UMI,GX,14.40,1.778,Sb
NGC 6019,238.038600,64.840700,DRA,GX,15.96,0.427,
NGC 6024,238.283250,64.918170,DRA,GX,15.02,0.977,E
NGC 6068A,238.698000,78.985170,UMI,GX,14.71,0.933,S0
NGC 6048,239.376600,70.689040,UMI,GX,13.58,1.950,E
NGC 6079,241.121850,69.665780,UMI,GX,13.86,1.380,E
NGC 6094,241.641300,72.494390,UMI,GX,14.42,1.862,S0
NGC 6091,241.970700,69.904860,UMI,GX,14.85,0.933,E
NGC 6090,242.919750,52.456540,DRA,GX,14.53,0.437,Sab
NGC 6135,243.603600,64.982810,DRA,GX,14.71,1.000,
NGC 6123,244.332300,61.939080,DRA,GX,14.36,0.912,S0-a
NGC 6107,244.333800,34.901790,CRB,GX,14.84,1.585,E
NGC 6176,246.902100,59.562390,DRA,GX,14.84,nan,E
NGC 6187,247.903350,57.706630,DRA,GX,15.33,0.759,S0-a
NGC 6252,248.168850,82.576810,UMI,GX,15.27,0.759,Sab
NGC 6190,248.027850,58.438940,DRA,GX,13.40,1.413,Sc
NGC 6189,247.920150,59.625990,DRA,GX,13.39,1.479,SABc
NGC 6251,248.132250,82.537920,UMI,GX,13.92,1.660,E
NGC 6185,248.323950,35.342580,HER,GX,14.34,1.479,Sa
NGC 6198,248.877750,57.486830,DRA,GX,15.03,0.871,E
NGC 6206,250.032900,58.617360,DRA,GX,14.60,0.724,S0
NGC 6213,250.405050,57.814810,DRA,GX,15.64,0.692,
NGC 6211,250.365000,57.783640,DRA,GX,13.83,1.288,S0
NGC 6223,250.768050,61.578920,DRA,GX,12.96,3.162,E-S0
NGC 6232,250.834350,70.632530,DRA,GX,13.70,1.479,Sa
NGC 6226,250.846800,61.983890,DRA,GX,13.77,0.724,Sab
NGC 6245,251.329650,70.831400,DRA,GX,17.97,0.288,
NGC 6244,252.016350,62.200450,DRA,GX,14.21,1.549,Sa
NGC 6288,254.352150,68.457170,DRA,GX,15.24,nan,E-S0
NGC 6289,254.437500,68.514630,DRA,GX,15.15,1.096,E
NGC 6285,254.600100,58.955890,DRA,GX,14.74,1.072,S0-a
NGC 6262,254.678400,57.098360,DRA,GX,15.03,0.776,E-S0
NGC 6283,254.860650,49.921970,HER,GX,13.83,1.096,Sc
NGC 6290,255.235200,58.970560,DRA,GX,14.54,0.977,Sa
NGC 6291,255.232950,58.937500,DRA,GX,15.07,0.631,E
NGC 6303,256.261200,68.827470,DRA,GX,14.93,1.479,E
NGC 6301,257.136450,42.339010,HER,GX,14.39,1.778,Sc
NGC 6313,257.586750,48.331710,HER,GX,14.71,1.445,Sab
NGC 6320,258.232350,40.266530,HER,GX,14.77,1.259,Sbc
NGC 6336,259.069050,43.820420,HER,GX,14.53,1.047,Sa
NGC 6358,259.721250,52.615290,DRA,GX,15.05,1.000,S0-a
NGC 6363,260.666550,41.101670,HER,GX,14.61,1.023,E
NGC 6386,262.215600,52.723470,DRA,GX,15.23,0.977,Sb
NGC 6414,262.653300,74.376110,DRA,GX,15.69,1.000,S0-a
NGC 6461,264.676350,73.515560,DRA,GX,16.21,0.427,
NGC 6433,265.984200,36.800090,HER,GX,14.00,1.905,Sb
NGC 6463,265.893300,67.603580,DRA,GX,15.10,0.955,E
NGC 6477,266.075700,67.591110,DRA,GX,16.03,0.525,E-S0
NGC 6471,266.054400,67.593110,DRA,GX,15.49,0.933,Sc
NGC 6470,266.061750,67.619440,DRA,GX,15.14,1.072,SBb
NGC 6446,266.531250,35.569440,HER,GX,15.55,0.575,Sab
NGC 6508,267.443700,72.021170,DRA,GX,14.10,1.288,E
NGC 6511,268.663650,60.817860,DRA,GX,14.48,0.832,SBbc
NGC 6512,268.709700,62.645060,DRA,GX,14.79,0.813,E
NGC 6538,268.569000,73.423940,DRA,GX,14.05,0.933,Sbc
NGC 6516,268.820250,62.669880,DRA,GX,15.66,0.741,S0-a
NGC 6504,269.023650,33.208330,HER,GX,13.30,1.950,Sa
NGC 6536,269.318100,64.938060,DRA,GX,14.31,1.148,SBb
NGC 6542,269.910750,61.359410,DRA,GX,14.17,1.380,S0-a
NGC 6524,269.811300,45.886850,HER,GX,13.88,1.622,E-S0
NGC 6560,271.308300,46.881530,HER,GX,14.16,1.122,SABa
NGC 6566,271.752750,52.260160,DRA,GX,15.50,0.676,E
NGC 6598,272.233200,69.067830,DRA,GX,14.23,1.175,Sa
NGC 6594,272.523150,61.133500,DRA,GX,15.37,0.851,Sab
NGC 6592,272.461200,61.421830,DRA,GX,15.21,0.813,E
NGC 6597,272.806200,61.180610,DRA,GX,15.53,0.891,E-S0
NGC 6575,272.739300,31.115960,HER,GX,14.30,1.514,E
NGC 6607,273.061350,61.332810,DRA,GX,15.82,0.550,Sbc
NGC 6601,272.934900,61.453360,DRA,GX,15.62,0.794,E-S0
NGC 6608,273.120300,61.298130,DRA,GX,16.60,0.851,Scd
NGC 6609,273.139800,61.331970,DRA,GX,15.28,0.832,E
NGC 6622,273.247800,68.355400,DRA,GX,14.56,0.977,Sab
NGC 6621,273.230250,68.363440,DRA,GX,13.41,2.138,Sb
NGC 6606,273.673050,43.268620,LYR,GX,14.46,0.912,Sa
NGC 6636,275.511900,66.616510,DRA,GX,14.17,1.905,Sc
NGC 6654,276.031350,73.183250,DRA,GX,12.81,2.884,S0-a
NGC 6650,276.366300,68.005780,DRA,GX,14.60,nan,E
NGC 6640,277.034550,34.302680,LYR,GX,14.58,0.832,Sc
NGC 6646,277.411350,39.865110,LYR,GX,13.59,1.479,Sa
NGC 6657,278.256150,34.060450,LYR,GX,14.17,0.759,SBc
NGC 6676,278.291550,66.959030,DRA,GX,15.11,1.514,Sbc
NGC 6679,278.376750,67.137100,DRA,GX,10.90,0.603,E
NGC 6670,278.407050,59.889640,DRA,GX,15.55,0.676,
NGC 6677,278.400150,67.110300,DRA,GX,13.86,0.832,Sbc
NGC 6663,278.390250,40.048900,LYR,GX,14.97,0.851,SABc
NGC 6665,278.625000,30.720530,LYR,GX,14.52,0.955,Sab
NGC 6687,279.342150,59.643000,DRA,GX,14.94,1.259,Scd
NGC 6691,279.801150,55.641670,DRA,GX,13.57,1.479,Sbc
NGC 6654A,279.854100,73.579950,DRA,GX,13.84,2.089,SBcd
NGC 6686,280.029150,40.137530,LYR,GX,15.16,0.631,E
NGC 6696,280.020900,59.333900,DRA,GX,16.01,0.912,
NGC 6692,280.424850,34.843740,LYR,GX,14.64,1.047,E-S0
NGC 6688,280.167150,36.289610,LYR,GX,13.85,1.622,S0-a
NGC 6700,281.518200,32.279470,LYR,GX,14.12,1.514,SBc
NGC 6713,282.685650,33.959810,LYR,GX,14.21,0.490,
NGC 6747,283.840950,72.771420,DRA,GX,15.20,0.646,E
NGC 6732,284.100150,52.377610,DRA,GX,14.46,0.933,E
NGC 6745,285.423450,40.743620,LYR,GX,14.34,0.933,
NGC 6759,286.738050,50.347820,DRA,GX,15.12,0.977,Sa
NGC 6786,287.724900,73.410030,DRA,GX,14.09,0.813,SABb
NGC 6787,289.044000,60.417440,DRA,GX,14.94,0.794,SABb
NGC 6789,289.173300,63.972190,DRA,GX,13.82,0.955,I
NGC 6783,289.198500,46.017200,CYG,GX,15.20,nan,E
NGC 6798,291.013350,53.624750,CYG,GX,14.36,1.778,S0
NGC 6817,294.347250,62.383610,DRA,GX,15.57,0.661,Sbc
NGC 6825,295.479000,64.071110,DRA,GX,15.10,nan,
NGC 6824,295.919400,56.109420,CYG,GX,12.95,1.905,Sab
NGC 6829,296.781450,59.907120,DRA,GX,14.92,1.479,Sb
NGC 6831,296.988900,59.892560,DRA,GX,14.52,1.288,S0
NGC 7227,332.880600,38.721270,LAC,GX,14.89,1.230,S0
NGC 7240,333.844050,37.280670,LAC,GX,15.21,0.603,E-S0
NGC 7242,333.914550,37.298660,LAC,GX,14.00,1.230,E
NGC 7248,334.219350,40.504750,LAC,GX,13.59,1.698,E-S0
NGC 7263,335.438400,36.350030,LAC,GX,15.62,0.933,S0-a
NGC 7265,335.614500,36.209830,LAC,GX,13.27,2.455,E-S0
NGC 7270,335.947950,32.402970,PEG,GX,14.95,0.933,Sab
NGC 7273,336.038550,36.199720,LAC,GX,14.68,0.851,S0
NGC 7275,336.071850,32.446330,PEG,GX,15.03,1.175,Sa
NGC 7274,336.046200,36.125830,LAC,GX,14.10,1.820,E
NGC 7276,336.060000,36.087550,LAC,GX,14.91,1.000,E
NGC 7271,335.989650,32.366860,PEG,GX,16.03,0.603,
NGC 7315,338.882100,34.803560,PEG,GX,13.87,1.585,S0
NGC 7317,338.966250,33.944840,PEG,GX,14.63,0.813,E
NGC 7318A,338.989800,33.965480,PEG,GX,14.33,1.479,E
NGC 7318B,338.993400,33.966030,PEG,GX,13.97,2.399,SBbc
NGC 7320C,339.084750,33.984970,PEG,GX,16.70,0.589,S0-a
NGC 7327,339.139950,34.501080,PEG,GX,12.54,nan,
NGC 7330,339.234150,38.547970,LAC,GX,13.55,1.698,E
NGC 7335,339.330750,34.447800,PEG,GX,14.48,1.259,S0-a
NGC 7337,339.361050,34.374350,PEG,GX,15.65,1.023,SBab
NGC 7336,339.341100,34.481810,PEG,GX,15.64,0.603,SABa
NGC 7342,339.554850,35.498880,PEG,GX,15.23,1.318,SBa
NGC 7340,339.434250,34.409940,PEG,GX,14.64,0.871,E
NGC 7345,339.686700,35.540420,PEG,GX,15.04,1.096,Sa
NGC 7343,339.657900,34.071470,PEG,GX,14.36,0.912,Sb
NGC 7356,340.509900,30.708780,PEG,GX,15.15,1.259,Sbc
NGC 7357,340.599750,30.171330,PEG,GX,15.27,0.575,Sb
NGC 7363,340.826400,33.999440,PEG,GX,14.53,0.851,SABc
NGC 7369,341.051250,34.351140,PEG,GX,14.85,0.871,Sc
NGC 7379,341.887350,40.238810,LAC,GX,14.26,1.259,SBa
NGC 7395,342.762150,37.087860,LAC,GX,15.16,1.148,S0
NGC 7445,344.843700,39.107500,AND,GX,15.58,0.676,S0-a
NGC 7449,344.906700,39.145830,AND,GX,15.35,1.023,E
NGC 7446,344.871000,39.083060,AND,GX,15.22,1.259,E
NGC 7473,345.987750,30.160140,PEG,GX,14.74,1.096,S0
NGC 7485,346.520250,34.107720,PEG,GX,14.19,1.514,S0
NGC 7486,346.538400,34.077440,PEG,GX,17.45,0.355,
NGC 7490,346.854900,32.374960,PEG,GX,13.64,1.820,Sb
NGC 7512,348.087300,31.125610,PEG,GX,14.06,1.905,E
NGC 7514,348.107850,34.881420,PEG,GX,13.62,1.288,Sbc
NGC 7618,349.946700,42.852670,AND,GX,14.26,1.230,E
NGC 7640,350.527350,40.845420,AND,GX,11.61,8.128,Sc
NGC 7680,352.146150,32.415690,PEG,GX,13.67,1.660,E-S0
