Name,RA,Dec,Con,OT,Diam,Other
LDN 1800,255.375000,-22.238600,OPH,DN,7.000,
LDN 1801,267.545800,-29.513600,SGR,DN,100.000,
HMSTG -18.9,286.708300,-37.228300,CRA,DN,16.000,CoA6
LDN 1799,251.733300,-19.672200,OPH,DN,8.000,
IREC 1,279.991700,-34.985800,SGR,DN,72.000,
Corona Australis DN Complex,288.000000,-37.500000,CRA,DN,410.000,R Cra CO Complex
P 1,262.079200,-26.365300,OPH,DN,8.000,
LDN 2,271.808300,-31.493100,SGR,DN,67.000,
LDN 1802,255.575000,-22.221100,OPH,DN,8.000,
LDN 3,270.804200,-30.997800,SGR,DN,142.000,
FeSt 1-448,259.591700,-24.818600,OPH,DN,92.000,
LDN 1,247.212500,-16.109200,OPH,DN,14.000,
B 295,271.029200,-31.030300,SGR,DN,35.000,FeSt1-449
LDN 5,259.062500,-24.421100,OPH,DN,7.000,
LDN 7,262.150000,-26.289700,OPH,DN,17.000,
LDN 6,257.254200,-23.229700,OPH,DN,14.000,
LDN 4,255.750000,-22.227500,OPH,DN,9.000,CB70
DBIRDN 1,267.008300,-28.966700,SGR,DN,15.000,
FeSt 1-451,263.479200,-27.016700,OPH,DN,37.000,
FeSt 1-450,286.683300,-36.980300,CRA,DN,15.000,HMSTG0.3-18.8
LDN 8,251.604200,-19.256100,OPH,DN,17.000,
B 260,261.200000,-25.616700,OPH,DN,10.000,LDN14
LDN 10,269.450000,-30.104400,SCO,DN,3.500,
FeSt 2-305,262.425000,-26.288300,OPH,DN,6.000,
LDN 9,257.504200,-23.228600,OPH,DN,16.000,
SLDN 42,287.566700,-37.124400,CRA,DN,14.000,FeSt2-306 HMSTG0.4-19.5 CoA7
LDN 12,269.550000,-30.120600,SGR,DN,3.500,
LDN 13,256.000000,-22.168900,OPH,DN,7.000,
B 57,257.129200,-22.897200,OPH,DN,8.000,LDN11 CB72 P2
B 51,256.170800,-22.272500,OPH,DN,19.000,LDN15 P3
LDN 16,259.008300,-24.054700,OPH,DN,21.000,
LDN 19,262.275000,-26.039200,OPH,DN,48.000,
LDN 18,257.254200,-22.896400,OPH,DN,6.000,
LDN 17,257.000000,-22.730800,OPH,DN,38.000,
FeSt 1-452,256.750000,-22.548900,OPH,DN,55.000,
B 52,256.291700,-22.215600,OPH,DN,7.000,FeSt2-308 CB71
FeSt 2-307,257.329200,-22.879400,OPH,DN,6.000,
LDN 20,257.125000,-22.730300,OPH,DN,13.000,
LDN 21,262.270800,-25.939200,OPH,DN,9.000,
DBIRDN 2,267.583300,-28.883300,SGR,DN,19.000,
B 305,273.654200,-31.800000,SGR,DN,17.000,
LDN 22,251.729200,-18.922200,OPH,DN,32.000,
FeSt 2-309,271.354200,-30.678600,SGR,DN,6.000,
B 264,261.854200,-25.562500,OPH,DN,11.000,
LDN 24,259.383300,-24.019700,OPH,DN,4.000,
LDN 23,259.308300,-23.970000,OPH,DN,3.000,
LDN 25,263.145800,-26.268300,OPH,DN,4.000,P4
FeSt 2-310,259.912500,-24.300600,OPH,DN,6.000,
HMSTG -22.1,291.779200,-37.838600,SGR,DN,16.000,
LDN 26,271.304200,-30.495600,SGR,DN,11.000,
LDN 29,271.704200,-30.626900,SGR,DN,10.000,
LDN 27,246.958300,-15.110300,OPH,DN,112.000,
LDN 28,259.762500,-24.051100,OPH,DN,90.000,
LDN 30,258.254200,-23.058300,OPH,DN,28.000,
FeSt 2-311,288.595800,-36.864700,CRA,DN,16.000,HMSTG0.9-20.2 CoA9
B 246,257.750000,-22.644200,OPH,DN,18.000,LDN32
DIR -21,290.800000,-37.391900,SGR,DN,300.000,
G 1.0+26.0,244.350000,-12.896700,SCO,DN,35.000,
LDN 31,252.641700,-19.130600,OPH,DN,16.000,CB67 P5
B 265,261.891700,-25.157500,OPH,DN,9.000,FeSt2-312
LDN 33,250.345800,-17.428600,OPH,DN,34.000,
FeSt 1-453,289.062500,-36.860800,CRA,DN,29.000,
B 267,262.166700,-25.270800,OPH,DN,8.000,LDN36 CB88
LDN 34,267.037500,-28.016100,SGR,DN,300.000,
B 289,269.116700,-29.072800,SGR,DN,16.000,LDN35
LDN 37,260.008300,-23.883300,OPH,DN,7.000,
B 298,271.295800,-30.083300,SGR,DN,6.000,LDN41
LDN 40,269.291700,-29.071900,SGR,DN,10.000,
HMSTG 1.2-23.1,292.245800,-37.574700,SGR,DN,5.000,CoA11
FeSt 2-313,269.016700,-28.923300,SGR,DN,6.000,
LDN 39,258.020800,-22.547200,OPH,DN,7.000,
LM 189,248.479200,-15.862500,OPH,DN,22.000,LDN43F
B 60,257.954200,-22.476700,OPH,DN,9.000,LDN38 CB74
LDN 42,263.270800,-25.701100,OPH,DN,72.000,FeSt1-454
LDN 44,260.008300,-23.716700,OPH,DN,11.000,
LDN 45,262.770800,-25.370000,OPH,DN,35.000,
FeSt 1-455,262.391700,-25.155300,OPH,DN,77.000,
P 6,248.583300,-15.818300,OPH,DN,21.000,LM190 LDN43D
Pipe Bowl,263.179200,-25.600000,OPH,DN,180.000,B78
LDN 46,258.250000,-22.558300,OPH,DN,35.000,
B 73,261.045800,-24.300000,OPH,DN,2.000,
FeSt 2-314,289.137500,-36.616100,SGR,DN,5.000,LM293
HMSTG 1.3-20.5,289.100000,-36.605600,SGR,DN,14.000,CoA10
LDN 48,269.541700,-29.003900,SGR,DN,149.000,
LDN 49,270.545800,-29.499200,SGR,DN,61.000,
IREC 2,283.595800,-34.876700,SGR,DN,92.000,
B 76,261.262500,-24.377200,OPH,DN,8.000,LDN50
LDN 47,252.479200,-18.585300,OPH,DN,32.000,
MLB 57,248.662500,-15.783900,OPH,DN,21.000,LM192 LDN43E
LDN 43,248.637500,-15.769400,OPH,DN,45.000,BDN1.38+20.96
HMSTG 1.4-21.6,290.429200,-36.918100,SGR,DN,40.000,
MLB 55,248.625000,-15.760600,OPH,DN,5.000,LDN43B
LDN 52,263.058300,-25.424700,OPH,DN,5.000,CB89 P7
B 71,260.783300,-24.012500,OPH,DN,2.000,LDN53
LDN 51,258.150000,-22.342200,OPH,DN,11.000,
B 70,260.870800,-24.041900,OPH,DN,3.000,LDN54 P8
B 69,260.741700,-23.955000,OPH,DN,3.000,LDN55 P9
B 74,261.262500,-24.210800,OPH,DN,9.000,CB87
B 68,260.662500,-23.834400,OPH,DN,5.000,LDN57 CB82 P10 LM235
HMSTG 1.5-24.0,293.358300,-37.514700,SGR,DN,4.000,CoA13
B 255,260.158300,-23.450000,OPH,DN,5.000,LDN59
B 253,258.750000,-22.555800,OPH,DN,50.000,LDN56 FeSt1-456
DIR -29,301.816700,-39.123900,SGR,DN,75.000,
LDN 58,262.616700,-24.920800,OPH,DN,4.000,
FeSt 2-316,261.137500,-24.011400,OPH,DN,6.000,
FeSt 1-457,263.770800,-25.565300,OPH,DN,69.000,
FeSt 2-315,271.195800,-29.512800,SGR,DN,6.000,
FeSt 1-458,273.404200,-30.501900,SGR,DN,24.000,
LDN 60,258.000000,-21.976100,OPH,DN,11.000,
HMSTG 1.7-23.8,293.229200,-37.311900,SGR,DN,3.000,CoA12
2MASS-DN 1.7+3.6,263.945800,-25.553100,OPH,DN,4.000,
LDN 61,262.841700,-24.919700,OPH,DN,5.500,
LDN 66,260.887500,-23.675000,OPH,DN,6.000,CB84 P13 LM236
LDN 62,252.475000,-18.085300,OPH,DN,79.000,
CB 85,260.995800,-23.702500,OPH,DN,6.000,LM237
CB 83,260.758300,-23.564200,OPH,DN,10.000,
P 11,252.520800,-18.083100,OPH,DN,6.000,LM217 LDN63-2
LDN 64,265.025000,-26.025800,OPH,DN,60.000,
LM 218,252.562500,-18.099700,OPH,DN,6.000,LDN63-1
LDN 63,252.533300,-18.068600,OPH,DN,12.000,
B 72,260.908300,-23.591700,OPH,DN,27.000,The Snake
LM 216,252.520800,-17.982800,OPH,DN,5.000,LDN63-3
LM 215,252.429200,-17.915600,OPH,DN,3.000,LDN63-4
FeSt 1-459,259.529200,-22.668900,OPH,DN,54.000,
P 12,258.470800,-21.928300,OPH,DN,6.000,
LDN 65,258.470800,-21.928300,OPH,DN,18.000,LDN67
CB 102,268.679200,-27.832200,SGR,DN,9.000,
LDN 68,271.770800,-29.359700,SGR,DN,5.000,
CB 86,261.212500,-23.599200,OPH,DN,10.000,
B 77,262.012500,-24.040300,OPH,DN,85.000,LDN69
B 294,270.354200,-28.608300,SGR,DN,3.000,
LDN 70,261.258300,-23.543900,OPH,DN,6.000,
FeSt 2-317,259.275000,-22.286700,OPH,DN,6.000,
LDN 71,258.495800,-21.723900,OPH,DN,23.000,
LDN 74,264.479200,-25.270300,OPH,DN,9.000,P14
LDN 72,260.000000,-22.550000,OPH,DN,33.000,
LDN 73,262.762500,-24.203300,OPH,DN,32.000,
LDN 75,272.041700,-29.158600,SGR,DN,16.000,
LDN 76,264.266700,-25.029400,OPH,DN,44.000,
MBM 34,237.537500,-5.850800,LIB,DN,20.000,
LDN 77,259.750000,-22.251100,OPH,DN,4.000,
LDN 78,270.333300,-28.220800,SGR,DN,3.000,
B 63,258.745800,-21.472500,OPH,DN,45.000,LDN79
LDN 80,264.766700,-25.110600,OPH,DN,4.000,
B 261,261.254200,-23.010600,OPH,DN,8.000,LDN81
LDN 82,266.525000,-26.018600,SGR,DN,90.000,
CB 109,271.266700,-28.431700,SGR,DN,3.500,SCHO741
LDN 84,264.016700,-24.530800,OPH,DN,34.000,
LDN 83,248.579200,-14.269700,OPH,DN,14.000,
LDN 85,261.504200,-23.009400,OPH,DN,11.000,
LDN 86,260.250000,-22.215600,OPH,DN,15.000,
LDN 87,259.645800,-21.801700,OPH,DN,2.000,
LDN 88,260.125000,-22.049400,OPH,DN,10.000,
LDN 90,264.891700,-24.859700,OPH,DN,11.000,
LDN 89,259.620800,-21.701700,OPH,DN,4.000,
LDN 91,260.875000,-22.462500,OPH,DN,8.000,
LDN 92,259.745800,-21.717800,OPH,DN,4.000,
B 86,270.741700,-27.868900,SGR,DN,5.000,LDN93 CB107
B 262,261.250000,-22.600000,OPH,DN,30.000,
LDN 94,259.995800,-21.766700,OPH,DN,12.000,
LDN 95,259.995800,-21.683300,OPH,DN,6.000,
LDN 96,272.037500,-28.325300,SGR,DN,10.000,
B 62,259.041700,-20.987800,OPH,DN,18.000,LDN100 BDN3.06+9.92
LDN 97,271.837500,-28.176100,SGR,DN,6.000,
LDN 104,259.029200,-20.955800,OPH,DN,10.000,P15 LM229
LDN 99,259.745800,-21.384400,OPH,DN,18.000,
LDN 101,260.458300,-21.806700,OPH,DN,2.500,CB80
FeSt 1-460,261.704200,-22.575300,OPH,DN,143.000,
FeSt 2-318,261.325000,-22.326900,OPH,DN,6.000,
LDN 98,248.954200,-13.951400,OPH,DN,6.000,
B 67a,260.583300,-21.864200,OPH,DN,11.000,LDN102 P16
FeSt 1-461,268.779200,-26.524400,SGR,DN,45.000,
LDN 103,260.370800,-21.715000,OPH,DN,6.000,
LDN 105,249.062500,-13.913900,OPH,DN,2.000,
LDN 107,261.500000,-22.292800,OPH,DN,9.000,
B 90,272.575000,-28.300800,SGR,DN,3.000,LDN108 P17 LM249
LDN 106,249.116700,-13.919400,OPH,DN,2.000,
B 61,258.741700,-20.510300,OPH,DN,11.000,LDN111 CB76 LM228 P18
B 83,264.762500,-24.110600,OPH,DN,6.000,LDN109
B 81,264.641700,-23.930600,OPH,DN,1.000,
B 75,261.283300,-21.947200,OPH,DN,11.000,LDN112
B 251,258.450000,-20.150000,OPH,DN,13.000,
LDN 110,252.466700,-16.085300,OPH,DN,36.000,
LDN 113,264.637500,-23.861100,OPH,DN,14.000,
LDN 114,265.012500,-24.025800,OPH,DN,42.000,FeSt1-462
B 82,264.658300,-23.800000,OPH,DN,2.000,
FeSt 2-319,264.283300,-23.579400,OPH,DN,6.000,
FeSt 2-320,272.058300,-27.691700,SGR,DN,6.000,
LDN 115,253.466700,-16.664200,OPH,DN,23.000,
LDN 116,271.633300,-27.493900,SGR,DN,3.000,
LDN 121,249.875000,-14.097500,OPH,DN,13.000,CB66 MLB58 LM196 MBM142
LDN 117,261.245800,-21.710600,OPH,DN,25.000,
LDN 119,270.779200,-26.998100,SGR,DN,35.000,
B 269,263.054200,-22.750000,OPH,DN,60.000,
FeSt 1-463,264.358300,-23.529200,OPH,DN,20.000,
LDN 118,253.716700,-16.746400,OPH,DN,14.000,
LDN 122,253.825000,-16.745800,OPH,DN,7.000,P19 LM223
B 272,264.400000,-23.416700,OPH,DN,45.000,
B 299,271.579200,-27.250000,SGR,DN,8.000,LDN120
LDN 123,271.908300,-27.409200,SGR,DN,3.000,
LDN 124,273.287500,-27.985800,SGR,DN,125.000,
BDN 3.85-1.07,269.600000,-26.170300,SGR,DN,50.000,
LDN 125,264.004200,-23.030800,OPH,DN,70.000,FeSt1-466
LDN 126,265.762500,-24.022200,OPH,DN,36.000,
LM 221,253.712500,-16.441400,OPH,DN,2.500,LDN129-2
LDN 127,272.033300,-27.308600,SGR,DN,5.000,
LDN 128,262.750000,-22.203300,OPH,DN,54.000,FeSt1-464
LDN 130,266.262500,-24.186400,SGR,DN,33.000,
Corona Australis-East DN Complex,295.975000,-35.796900,SGR,DN,180.000,
LDN 129,253.779200,-16.366900,OPH,DN,4.000,P20 LM222 LDN129-1
LDN 131,261.245800,-21.210600,OPH,DN,36.000,
LDN 133,269.775000,-26.002800,SGR,DN,21.000,
LDN 132,253.716700,-16.246400,OPH,DN,14.000,
LDN 136,262.250000,-21.705800,OPH,DN,23.000,
LDN 135,270.545800,-26.295800,SGR,DN,10.000,FeSt2-321
CB 63,237.704200,-4.103900,LIB,DN,11.000,
LDN 134,238.408300,-4.646900,LIB,DN,35.000,MBM36 MLB40
LDN 138,260.991700,-20.878600,OPH,DN,61.000,
LDN 137,252.712500,-15.417500,OPH,DN,57.000,
FeSt 1-467,271.079200,-26.496400,SGR,DN,75.000,
LDN 139,259.187500,-19.720600,OPH,DN,20.000,
LDN 140,268.266700,-25.010000,SGR,DN,60.000,
LM 219,252.725000,-15.366100,OPH,DN,7.000,LDN141-2
LM 147,238.362500,-4.564200,LIB,DN,5.000,LDN134A
LDN 141,252.712500,-15.250800,OPH,DN,17.000,
LM 220,252.758300,-15.285300,OPH,DN,7.000,LDN141-3
LDN 142,265.758300,-23.522200,OPH,DN,73.000,
LDN 143,272.529200,-27.066100,SGR,DN,35.000,FeSt1-468
B 274,264.516700,-22.733300,OPH,DN,18.000,
B 277,265.129200,-23.025300,OPH,DN,14.000,LDN144
LDN 147,271.025000,-26.163300,SGR,DN,13.000,
LM 224,253.987500,-15.951100,OPH,DN,12.000,CB68-3
LDN 145,248.820800,-12.268600,OPH,DN,23.000,
LDN 146,254.091700,-15.994400,OPH,DN,16.000,
CB 68,254.333300,-16.146100,OPH,DN,4.500,LM226 CB68-1
LM 225,254.216700,-16.030600,OPH,DN,3.000,CB68-2
B 266,261.741700,-20.875000,OPH,DN,40.000,LDN149
LDN 148,251.604200,-14.172800,OPH,DN,7.000,
B 281,266.695800,-23.716700,SGR,DN,45.000,
LDN 151,271.525000,-26.161100,SGR,DN,38.000,
LDN 150,269.266700,-25.005300,SGR,DN,225.000,FeSt1-465
LDN 153,265.004200,-22.609200,OPH,DN,43.000,
FeSt 2-322,271.825000,-26.259400,SGR,DN,6.000,
LDN 152,252.458300,-14.585300,OPH,DN,61.000,
LDN 154,265.504200,-22.856900,OPH,DN,42.000,
LDN 155,264.500000,-22.278300,OPH,DN,76.000,
LDN 157,272.275000,-26.407200,SGR,DN,5.500,
P 21,251.716700,-13.979400,OPH,DN,8.000,LM201 LDN158-2
LDN 156,249.320800,-12.266400,OPH,DN,21.000,
LDN 159,267.133300,-23.682200,SGR,DN,16.000,
LDN 160,266.258300,-23.186700,SGR,DN,14.000,
LDN 161,267.762500,-24.012500,SGR,DN,21.000,
CG11 DN,295.158300,-34.793300,SGR,DN,16.000,HMSTG4.9-24.6
CG11 Head DN,295.162500,-34.793300,SGR,DN,2.500,BHR169
LDN 158,251.954200,-14.087800,OPH,DN,15.000,
LM 211,252.100000,-14.142200,OPH,DN,8.000,LDN158-3
LDN 163,252.454200,-14.335300,OPH,DN,11.000,
LDN 162,252.262500,-14.178100,OPH,DN,17.000,P22
LM 213,252.300000,-14.176100,OPH,DN,7.000,LM214 LDN158-4 LDN162-1
LDN 164,264.250000,-21.862800,OPH,DN,15.000,
FeSt 2-323,267.120800,-23.441700,SGR,DN,5.000,
B 282,267.150000,-23.450000,SGR,DN,20.000,
LDN 165,274.029200,-26.982200,SGR,DN,14.000,
IREC 3,238.120800,-3.526900,SER,DN,180.000,
MBM 57,242.770800,-7.062200,OPH,DN,20.000,
LDN 166,270.520800,-25.165800,SGR,DN,5.500,
LDN 167,271.520800,-25.661100,SGR,DN,23.000,
LDN 168,263.245800,-21.034400,OPH,DN,62.000,
LDN 171,270.770800,-25.164700,SGR,DN,34.000,
LDN 170,266.758300,-23.017500,SGR,DN,61.000,FeSt1-469
LDN 169,238.150000,-3.314700,SER,DN,56.000,LDN134N
B 64,259.337500,-18.515800,OPH,DN,10.000,LDN173 CB78 P23 LM230
B 279,266.137500,-22.550000,SGR,DN,60.000,
LDN 172,264.500000,-21.611700,OPH,DN,10.000,
LDN 174,264.750000,-21.693900,OPH,DN,8.500,
LDN 176,272.525000,-25.822800,SGR,DN,33.000,
LDN 175,259.579200,-18.518600,OPH,DN,8.000,
B 259,260.733300,-19.213100,OPH,DN,20.000,LDN177
B 268,262.991700,-20.535600,OPH,DN,60.000,LDN178
LDN 179,260.983300,-19.295300,OPH,DN,13.000,
FeSt 1-470,269.312500,-24.038300,SGR,DN,69.000,
FeSt 1-471,270.191700,-24.500800,SGR,DN,60.000,
B 80,264.425000,-21.286700,OPH,DN,3.000,
LDN 181,277.787500,-28.080800,SGR,DN,5.500,
LDN 182,263.241700,-20.534400,OPH,DN,63.000,
MBM 37,238.479200,-3.146900,SER,DN,75.000,
LDN 183,238.475000,-3.146700,SER,DN,30.000,LDN184
LDN 185,262.991700,-20.285600,OPH,DN,20.000,
LDN 187,273.020800,-25.736900,SGR,DN,50.000,
LDN 186,266.000000,-22.021100,SGR,DN,33.000,
LDN 180,271.141700,-24.754400,SGR,DN,120.000,FeSt1-472
LDN 188,268.258300,-23.176900,SGR,DN,33.000,
FeSt 2-324,272.845800,-25.521100,SGR,DN,6.000,
B 296,271.016700,-24.533300,SGR,DN,4.000,
LDN 189,265.750000,-21.688900,OPH,DN,46.000,
LM 206,251.958300,-12.881700,OPH,DN,2.000,LDN191-2
LDN 190,252.075000,-12.920600,OPH,DN,9.000,
IREC 4,248.770800,-10.569200,OPH,DN,493.000,
LDN 192,262.737500,-19.786900,OPH,DN,32.000,
LDN 193,263.991700,-20.530800,OPH,DN,19.000,
LDN 191,251.950000,-12.754400,OPH,DN,24.000,
FeSt 2-325,270.812500,-24.264400,SGR,DN,6.000,
MLB 41,238.495800,-2.825800,SER,DN,7.000,LM148
LDN 194,273.270800,-25.485800,SGR,DN,34.000,
LM 205,251.950000,-12.666400,OPH,DN,6.000,LDN191-1
B 89,271.245800,-24.380600,SGR,DN,2.000,
B 306,273.970800,-25.732500,SGR,DN,4.000,LDN195
FeSt 1-473,271.037500,-24.280000,SGR,DN,48.000,
LDN 196,272.516700,-24.989400,SGR,DN,3.000,
LDN 197,273.270800,-25.335800,SGR,DN,7.000,
LDN 198,273.395800,-25.368600,SGR,DN,6.000,
FeSt 1-474,272.970800,-25.103900,SGR,DN,57.000,
G 6.2+24.5,248.525000,-10.053300,OPH,DN,30.000,
LDN 199,273.770800,-25.450000,SGR,DN,2.000,
LDN 200,272.516700,-24.822800,SGR,DN,62.000,
B 88,271.145800,-24.100000,SGR,DN,2.700,
B 270,263.116700,-19.650000,OPH,DN,14.000,
LM 202,251.829200,-12.325600,OPH,DN,6.000,LDN204C-1
LM 204,251.945800,-12.388900,OPH,DN,4.000,LDN204C-2
LDN 201,275.025000,-25.977200,SGR,DN,111.400,
IREC 5,343.562500,-35.795000,PSA,DN,83.000,
FeSt 1-475,268.079200,-22.327800,SGR,DN,49.000,
IREC 6,326.212500,-37.196100,GRU,DN,45.000,
LDN 203,273.595800,-25.167500,SGR,DN,4.000,
LDN 202,264.616700,-20.361100,OPH,DN,21.000,
LDN 204,251.925000,-12.104700,OPH,DN,22.000,P24
MBM 35,237.695800,-1.683300,SER,DN,20.000,
LDN 205,276.525000,-26.386700,SGR,DN,10.000,
LDN 206,262.733300,-19.036900,OPH,DN,113.000,
FeSt 1-476,270.708300,-23.448300,SGR,DN,20.000,
B 280,266.245800,-21.020000,SGR,DN,85.000,LDN207
LDN 208,273.266700,-24.652500,SGR,DN,11.000,
LDN 209,264.487500,-19.861700,OPH,DN,7.000,
LDN 212,272.762500,-24.321700,SGR,DN,18.000,
FeSt 1-477,272.312500,-24.090600,SGR,DN,32.000,
FeSt 1-478,269.354200,-22.554700,SGR,DN,34.000,
B 303,272.370800,-24.005000,SGR,DN,2.000,LDN210
LDN 211,272.416700,-24.020800,SGR,DN,5.000,
LDN 213,272.300000,-23.963300,SGR,DN,1.000,
B 302,272.308300,-23.966700,SGR,DN,30.000,
LDN 215,269.504200,-22.504200,SGR,DN,178.000,
B 79,264.466700,-19.661900,OPH,DN,30.000,
CB 90,264.612500,-19.741900,OPH,DN,2.000,
LDN 216,264.466700,-19.661900,OPH,DN,8.000,P25
B 85,270.583300,-23.031900,SGR,DN,7.000,
LDN 214,272.283300,-23.882800,SGR,DN,1.500,
FeSt 2-326,272.137500,-23.808100,SGR,DN,6.000,
LDN 221,272.512500,-23.989400,SGR,DN,80.000,BDN7.02-2.26
LDN 219,264.837500,-19.822800,OPH,DN,17.000,P26
LDN 217,277.025000,-26.134400,SGR,DN,6.000,
B 276,264.912500,-19.816700,OPH,DN,45.000,
LDN 218,268.750000,-21.974400,SGR,DN,10.000,
FeSt 1-479,272.612500,-23.955600,SGR,DN,26.000,
LDN 220,262.729200,-18.470300,OPH,DN,5.000,
FeSt 2-327,270.883300,-22.964200,SGR,DN,6.000,
CB 91,264.887500,-19.610000,OPH,DN,4.500,
FeSt 1-480,271.633300,-23.310600,SGR,DN,60.000,
LDN 224,272.133300,-23.491400,SGR,DN,7.000,
LDN 223,265.212500,-19.725000,OPH,DN,2.000,CB93 P28
B 91,272.529200,-23.683300,SGR,DN,5.000,
LDN 222,265.345800,-19.794200,OPH,DN,2.000,CB94 P27
LDN 227,272.508300,-23.656100,SGR,DN,13.000,
LDN 225,263.229200,-18.534400,OPH,DN,18.000,
LDN 226,265.183300,-19.664400,OPH,DN,4.500,CB92 P29
LDN 230,272.258300,-23.457500,SGR,DN,3.000,
LDN 228,265.216700,-19.625000,OPH,DN,2.500,P30
CB 98,266.754200,-20.508100,SGR,DN,3.500,
LDN 231,265.116700,-19.571400,OPH,DN,1.000,P32
LDN 229,265.095800,-19.546400,OPH,DN,2.000,P31
LDN 232,271.254200,-22.828900,SGR,DN,17.600,
B 84,266.591700,-20.188900,SGR,DN,25.000,
CB 97,266.695800,-20.276900,SGR,DN,7.000,
CB 99,266.762500,-20.295300,SGR,DN,2.000,
LDN 236,276.520800,-25.303300,SGR,DN,10.000,
LDN 235,266.558300,-20.168600,SGR,DN,13.000,P34
LDN 237,270.250000,-22.167200,SGR,DN,43.000,FeSt1-481
B 83a,266.337500,-20.008600,SGR,DN,4.000,LDN233 CB95 P33
LDN 234,252.191700,-11.086700,OPH,DN,71.000,
LM 208,252.037500,-10.956900,OPH,DN,11.000,LDN234E1
CB 96,266.595800,-20.100600,SGR,DN,2.000,
B 98,278.329200,-26.028300,SGR,DN,5.000,LDN239 FeSt2-328 CB148 P35 LM277
LDN 238,248.929200,-8.768100,OPH,DN,14.000,
FeSt 2-329,273.258300,-23.619200,SGR,DN,6.000,
LM 209,252.037500,-10.864400,OPH,DN,11.000,LDN234E2
LDN 240,279.275000,-26.373600,SGR,DN,9.000,
FeSt 1-482,273.458300,-23.635000,SGR,DN,24.000,
LDN 242,273.033300,-23.403600,SGR,DN,6.000,
LDN 241,272.883300,-23.321100,SGR,DN,9.000,
LM 212,252.145800,-10.849400,OPH,DN,3.500,LDN234E3
FeSt 1-483,272.833300,-23.271400,SGR,DN,77.000,
LDN 243,273.008300,-23.320600,SGR,DN,43.000,
LDN 244,252.941700,-11.249700,OPH,DN,18.000,
LDN 245,277.770800,-25.464200,SGR,DN,40.000,
LDN 246,266.237500,-19.520000,SGR,DN,190.000,
LDN 247,276.016700,-24.555800,SGR,DN,11.000,
FeSt 1-484,279.220800,-25.990600,SGR,DN,66.000,
LDN 248,279.020800,-25.791400,SGR,DN,14.000,
CB 113,272.604200,-22.739700,SGR,DN,12.000,
MBM 38,239.920800,-1.690800,SER,DN,30.000,
FeSt 1-485,272.879200,-22.771100,SGR,DN,34.000,
LDN 250,275.837500,-24.140000,SGR,DN,3.000,
LDN 249,272.504200,-22.489400,SGR,DN,26.000,
LDN 251,277.266700,-24.799700,SGR,DN,26.000,
CB 116,273.087500,-22.756100,SGR,DN,3.500,
HMSTG 8.4-47.1,323.100000,-35.856700,PSA,DN,6.000,
B 309,275.783300,-24.016700,SGR,DN,5.000,LDN252 FeSt2-330
LDN 253,280.020800,-25.953300,SGR,DN,50.000,
CB 114,273.058300,-22.672200,SGR,DN,3.500,
LM 210,252.066700,-10.066900,OPH,DN,5.000,LDN255-2
LDN 254,267.487500,-19.680600,SGR,DN,29.000,
LDN 256,273.758300,-22.983300,SGR,DN,37.000,
LDN 255,251.945800,-9.912800,OPH,DN,7.000,P36 LM207 LDN255-1
LDN 257,272.754200,-22.405000,SGR,DN,16.000,
LDN 258,266.233300,-18.853300,SGR,DN,26.000,
CB 64,240.041700,-1.445600,SER,DN,4.500,
LDN 259,276.262500,-23.988100,SGR,DN,9.000,
LDN 260,251.820800,-9.617500,OPH,DN,16.000,
MLB 59,251.820800,-9.587800,OPH,DN,7.500,P37 LM203
LDN 261,263.975000,-17.197500,OPH,DN,31.000,
LDN 263,279.016700,-24.958100,SGR,DN,94.000,
LDN 262,270.775000,-20.868900,SGR,DN,9.000,CB108 P38
HMSTG 9.0-46.5,322.358300,-35.408900,PSA,DN,8.000,
FeSt 2-331,277.137500,-24.000600,SGR,DN,6.000,
LDN 264,267.233300,-18.848300,SGR,DN,23.000,
IREC 7,303.491700,-32.834400,SGR,DN,100.000,DIR009-30
LDN 265,274.254200,-22.481100,SGR,DN,35.000,
LDN 266,277.762500,-24.130800,SGR,DN,39.000,
LDN 267,275.883300,-23.139700,SGR,DN,4.000,LDN268
LDN 269,277.387500,-23.799200,SGR,DN,12.000,
LDN 271,272.745800,-21.321700,SGR,DN,8.000,
LDN 270,267.229200,-18.348300,SGR,DN,40.000,
LDN 272,274.500000,-22.146400,SGR,DN,16.000,
B 308,274.783300,-22.233300,SGR,DN,8.000,
LDN 273,266.100000,-17.603900,SGR,DN,5.000,
LDN 274,272.320800,-20.956900,SGR,DN,9.000,
LDN 275,272.995800,-21.187200,SGR,DN,2.000,
LDN 276,265.975000,-17.354400,SGR,DN,12.000,
LDN 277,266.350000,-17.486100,SGR,DN,4.000,
MBM 45,300.612500,-31.526700,SGR,DN,60.000,
LDN 279,268.233300,-18.510300,SGR,DN,41.000,
LDN 278,254.687500,-10.241700,OPH,DN,64.000,
LDN 281,271.241700,-19.995600,SGR,DN,68.000,
FeSt 1-486,282.941700,-25.522800,SGR,DN,26.000,
LDN 282,273.245800,-20.985800,SGR,DN,14.000,
LDN 280,254.687500,-10.075000,OPH,DN,30.000,
IREC 8,216.112500,15.862500,BOO,DN,89.000,
LDN 283,264.716700,-16.027200,SER,DN,131.000,
LDN 284,279.008300,-23.458100,SGR,DN,27.000,
LDN 286,270.483300,-19.165800,SGR,DN,20.000,
