Name,RA,Dec,Con,OT,Mag,Diam,Other
IC 1926,51.329250,-51.701030,HOR,GX,16.52,0.550,Sbc
IC 1932,51.475050,-51.343190,HOR,GX,15.43,0.933,S0
IC 1929,51.357750,-51.267170,HOR,GX,14.88,0.933,SBab
IC 1935,51.555450,-50.010440,HOR,GX,14.63,1.000,Sc
IC 1936,51.616800,-51.323190,HOR,GX,16.04,0.631,Sc
IC 1919,51.509400,-32.894510,FOR,GX,13.78,1.738,E-S0
IC 1938,51.792900,-53.010170,HOR,GX,15.51,0.832,Sb
IC 1937,51.698700,-48.702620,HOR,GX,14.83,0.891,Sc
IC 1940,51.926400,-52.139440,HOR,GX,14.71,0.955,Sab
IC 1942,51.974550,-52.675850,HOR,GX,15.31,0.891,E
IC 1944,52.416750,-47.996110,HOR,GX,15.75,0.501,Sc
IC 1947,52.636800,-50.338510,HOR,GX,15.49,0.575,Sc
IC 1951,52.734600,-53.126260,HOR,GX,17.08,0.537,Sbc
IC 1948,52.708500,-47.964810,HOR,GX,15.60,0.832,Sb
IC 1955,52.852800,-57.241850,RET,GX,15.75,0.676,Sbc
IC 1958,53.193300,-51.441670,HOR,GX,16.03,0.468,Sc
IC 1957,53.056200,-52.456660,HOR,GX,16.42,1.023,Sc
IC 1965,53.296500,-56.553720,RET,GX,15.62,0.955,SABc
IC 1961,53.388900,-48.950670,HOR,GX,15.48,0.631,Sc
IC 1966,53.514150,-51.322330,HOR,GX,15.62,0.589,Scd
IC 1968,53.657400,-50.651280,HOR,GX,16.13,0.457,Sc
IC 1971,53.989050,-52.651210,HOR,GX,15.84,0.776,Sab
IC 1973,54.087600,-51.994240,HOR,GX,16.69,0.501,
IC 1972,54.088650,-51.967950,HOR,GX,16.43,0.692,Sc
IC 1969,54.057750,-45.179610,HOR,GX,15.56,1.318,Sab
IC 1980,54.245700,-57.973930,RET,GX,14.94,1.259,Sb
IC 1978,54.273300,-50.150780,HOR,GX,15.67,1.202,Sab
IC 1976,54.286650,-47.437190,HOR,GX,15.72,0.794,Scd
IC 1982,54.427050,-57.776310,RET,GX,15.76,0.490,Sab
IC 1984,54.959400,-47.075750,HOR,GX,16.30,0.759,Sc
IC 1989,55.477800,-50.957830,HOR,GX,14.57,1.380,E-S0
IC 1991,56.194950,-51.523390,HOR,GX,16.08,0.832,Sc
IC 1996,56.282100,-57.324860,RET,GX,16.23,0.912,Sc
IC 1994,56.479200,-51.643300,HOR,GX,16.00,0.724,
IC 2004,57.939900,-49.419420,HOR,GX,14.99,0.912,S0-a
IC 2012,58.230300,-58.649550,RET,GX,16.38,0.513,S0-a
IC 2014,58.840200,-56.746270,RET,GX,15.67,0.631,SBc
IC 2017,59.164050,-59.394810,RET,GX,14.93,1.122,S0
IC 2018,59.477100,-52.781170,DOR,GX,15.62,0.794,SABb
IC 2015,59.547450,-40.389070,HOR,GX,15.63,0.589,Sc
IC 2020,59.721300,-54.057530,RET,GX,15.52,0.676,Sc
IC 2022,59.666850,-59.043940,RET,GX,16.09,1.096,Sc
IC 2021,59.849700,-52.656750,DOR,GX,15.65,0.646,Sbc
IC 2023,59.919300,-52.681190,DOR,GX,15.79,0.589,Sc
IC 2024,60.017250,-53.371010,RET,GX,15.48,1.096,SBc
IC 2025,60.096450,-53.065590,RET,GX,16.08,1.148,Sb
IC 2034,61.653450,-57.961390,RET,GX,15.91,1.349,Sc
IC 2054,61.859850,-78.253260,MEN,GX,16.37,0.457,Sab
IC 2033,61.810350,-53.681080,DOR,GX,14.97,1.175,SABa
IC 2037,62.079150,-58.751090,RET,GX,14.76,1.738,Sb
IC 2038,62.224050,-55.989500,DOR,GX,15.39,1.862,Scd
IC 2039,62.259900,-56.011710,DOR,GX,14.99,1.096,E-S0
IC 2036,62.479500,-39.688710,HOR,GX,14.39,1.122,SBc
IC 2049,63.018150,-58.557300,RET,GX,14.61,1.072,SABc
IC 2043,62.789250,-53.686710,DOR,GX,15.45,1.445,Sb
IC 2044,62.808450,-54.532300,DOR,GX,16.42,0.617,SABc
IC 2046,62.852250,-54.673200,DOR,GX,15.11,0.813,SBbc
IC 2040,63.249000,-32.553260,ERI,GX,13.68,1.349,S0-a
IC 2041,63.145500,-32.817310,ERI,GX,14.66,1.072,S0
IC 2050,63.483750,-53.475330,DOR,GX,14.50,1.175,SBb
IC 2052,63.744000,-54.336750,DOR,GX,15.33,1.072,Sc
IC 2060,64.472250,-56.616270,RET,GX,14.84,1.259,E-S0
IC 2059,65.109600,-31.724580,ERI,GX,13.98,1.349,S0
IC 2065,65.366550,-55.933290,DOR,GX,14.61,1.202,Sa
IC 2066,65.884650,-54.733390,DOR,GX,15.20,0.871,SBbc
IC 2070,66.148650,-57.980890,DOR,GX,14.49,1.445,SABc
IC 2071,66.559350,-53.150780,DOR,GX,17.21,0.295,
IC 2079,67.128450,-53.737970,DOR,GX,14.86,1.413,Sab
IC 2081,67.253700,-53.613690,DOR,GX,14.22,1.000,E-S0
IC 2083,67.684500,-53.980890,DOR,GX,14.97,0.955,S0-a
IC 2086,67.884150,-53.647610,DOR,GX,15.72,0.631,E
IC 2085,67.851000,-54.416870,DOR,GX,13.95,2.455,S0-a
IC 2089,68.209950,-75.539280,MEN,GX,15.17,0.977,Sm
IC 2103,69.950250,-76.836770,MEN,GX,14.78,1.995,Sc
IC 2122,79.755750,-37.089360,COL,GX,13.89,1.738,E-S0
IC 2142,83.288400,-78.019380,MEN,GX,15.48,0.871,Sbc
IC 2160,88.868850,-76.920240,MEN,GX,13.85,1.778,SBc
IC 2153,90.017700,-33.920640,COL,GX,14.26,1.148,S0-a
IC 2164,91.717500,-75.364560,MEN,GX,14.48,1.148,Sab
IC 456,105.073050,-30.163780,CMA,GX,13.03,2.344,S0
IC 2200,112.072950,-62.352890,CAR,GX,14.00,1.318,SABb
IC 2492,143.312100,-37.866370,ANT,GX,15.72,0.759,Sab
IC 2507,146.137200,-31.791810,ANT,GX,13.34,1.738,IB
IC 2514,147.503400,-32.882900,ANT,GX,13.30,3.388,Sab
IC 2517,148.211100,-33.741990,ANT,GX,15.45,0.676,S0
IC 2526,149.262600,-32.256900,ANT,GX,13.66,2.089,S0
IC 2532,150.022500,-34.228260,ANT,GX,13.96,2.042,Sa
IC 2533,150.132000,-31.244960,ANT,GX,12.95,2.042,E-S0
IC 2545,151.519050,-33.884930,ANT,GX,15.27,0.741,
IC 2546,151.774050,-33.261050,ANT,GX,15.60,0.832,
IC 2552,152.692200,-34.844720,ANT,GX,13.09,1.862,E-S0
IC 2570,155.392800,-33.623260,ANT,GX,15.97,0.813,SBbc
IC 2573,155.875800,-35.455490,ANT,GX,15.32,1.514,SBcd
IC 2575,156.349950,-32.636270,ANT,GX,15.88,0.631,Sbc
IC 2576,156.495750,-32.903410,ANT,GX,14.80,0.933,Sb
IC 2578,156.844500,-33.877350,ANT,GX,15.02,1.514,Sc
IC 2580,157.075200,-31.518040,ANT,GX,13.38,2.042,Sc
IC 2582,157.295700,-30.342510,ANT,GX,13.62,1.288,Sbc
IC 2587,157.748550,-34.562960,ANT,GX,13.34,1.995,E-S0
IC 2913,172.963950,-30.410770,HYA,GX,13.99,1.000,S0-a
IC 2949,175.243650,-46.570320,CEN,GX,15.39,0.776,S0
IC 2977,178.810950,-37.696290,CEN,GX,13.18,2.138,I
IC 2980,179.376000,-73.684510,MUS,GX,13.26,2.042,E
IC 3010,181.988850,-30.339360,HYA,GX,13.21,2.089,S0-a
IC 3290,186.287400,-39.775480,CEN,GX,13.53,2.239,S0-a
IC 3639,190.220250,-36.755910,CEN,GX,13.05,1.230,SBbc
IC 3896A,193.877550,-50.071390,CEN,GX,13.10,2.239,Scd
IC 3896,194.180100,-50.346790,CEN,GX,12.17,3.020,E
IC 844,195.825900,-30.521060,CEN,GX,13.70,1.778,S0
IC 4200,197.394450,-51.968440,CEN,GX,13.87,1.698,S0
IC 4259,202.368000,-30.134660,HYA,GX,15.29,1.000,SBab
IC 4299,204.198000,-34.065880,CEN,GX,13.69,1.862,Sa
IC 4311,205.033200,-51.036130,CEN,GX,14.07,1.122,Sbc
IC 4312,205.128450,-51.070950,CEN,GX,13.64,1.202,S0
IC 4321,206.130150,-30.139640,CEN,GX,15.10,1.023,Sbc
IC 4324,206.363850,-30.227170,CEN,GX,14.82,0.891,Sb
IC 4352,209.604600,-34.517350,CEN,GX,13.56,1.820,Sab
IC 4333,211.335750,-84.272660,OCT,GX,14.80,1.778,S0-a
IC 4379,213.042000,-34.270880,CEN,GX,15.45,0.912,Sbc
IC 4385,213.659850,-42.073890,CEN,GX,18.14,0.437,
IC 4387,213.756750,-43.990720,CEN,GX,14.88,1.259,SABm
IC 4388,214.014450,-31.752790,CEN,GX,14.25,1.148,Sbc
IC 4391,214.112700,-31.684880,CEN,GX,14.44,0.977,Sab
IC 4377,214.244850,-75.646570,APS,GX,13.95,1.995,S0-a
IC 4390,214.246650,-44.977340,CEN,GX,13.78,1.950,SABb
IC 4389,214.192350,-40.552470,CEN,GX,15.26,0.832,Sc
IC 4402,215.304300,-46.297770,LUP,GX,12.04,5.754,Sb
IC 4411,215.846700,-35.112590,CEN,GX,16.81,1.122,Sc
IC 4421,217.130100,-37.583360,CEN,GX,13.39,1.413,E
IC 4432,217.207200,-39.552170,CEN,GX,16.24,0.851,Sbc
IC 4445,217.977450,-46.035210,LUP,GX,15.00,1.175,Scd
IC 4464,219.454200,-36.878040,CEN,GX,13.66,1.698,S0
IC 4458,219.524700,-39.505960,CEN,GX,17.03,0.589,Sbc
IC 4448,220.113900,-78.808930,APS,GX,14.09,1.096,SBc
IC 4484,221.932800,-73.305860,APS,GX,14.18,2.951,Sc
IC 4518A,224.421150,-43.132070,LUP,GX,13.02,0.912,Sc
IC 4527,226.420800,-42.449490,LUP,GX,13.94,1.445,Sbc
IC 4529,226.608150,-43.232680,LUP,GX,15.07,0.776,Sbc
IC 4522,227.870400,-75.859970,APS,GX,11.50,3.020,Sb
IC 4541,232.481550,-70.585010,APS,GX,14.04,1.738,Sb
IC 4571,237.214200,-67.323250,TRA,GX,13.92,1.585,SBb
IC 4584,240.051150,-66.383280,TRA,GX,15.78,1.950,Sc
IC 4585,240.072000,-66.321960,TRA,GX,13.02,1.585,SBb
IC 4608,251.724600,-77.488470,APS,GX,14.20,0.871,SBm
IC 4635,258.913350,-77.489460,APS,GX,14.87,1.622,SABb
IC 4641,261.042900,-80.147400,APS,GX,14.36,1.202,Sc
IC 4646,260.971650,-59.999410,ARA,GX,12.62,2.754,Sc
IC 4647,261.515100,-80.195060,APS,GX,12.05,1.622,S0
IC 4652,261.611400,-59.727830,ARA,GX,14.21,1.096,Sb
IC 4658,264.065250,-59.544460,ARA,GX,17.04,0.457,
IC 4656,264.432900,-63.729630,ARA,GX,13.69,2.630,Sc
IC 4662A,267.901200,-64.959470,PAV,GX,14.47,1.349,SBc
IC 4672,270.561300,-62.832460,PAV,GX,15.27,0.891,Sc
IC 4687,273.415800,-57.725230,PAV,GX,14.38,1.148,SABb
IC 4689,273.418050,-57.748290,PAV,GX,15.08,0.912,SABa
IC 4698,275.249550,-63.347980,PAV,GX,15.32,1.738,Sb
IC 4702,275.766000,-59.238930,PAV,GX,13.93,1.660,S0-a
IC 4709,276.080850,-56.369190,TEL,GX,14.42,1.175,Sab
IC 4705,277.042800,-71.693920,PAV,GX,13.44,1.738,SBa
IC 4713,277.497150,-67.224340,PAV,GX,14.26,0.912,SBm
IC 4712,277.778850,-71.693670,PAV,GX,13.01,1.995,Sbc
IC 4716,278.187600,-56.961920,PAV,GX,15.92,0.692,SBbc
IC 4719,278.298150,-56.732150,TEL,GX,13.61,1.479,Sd
IC 4718,278.458950,-60.129050,PAV,GX,13.80,1.660,Sab
IC 4722,278.631300,-57.792770,PAV,GX,13.54,1.660,Sc
IC 4721A,278.611650,-58.533890,PAV,GX,10.45,nan,E
IC 4723,278.984400,-63.376640,PAV,GX,14.70,0.692,E
IC 4726,279.244950,-62.854420,PAV,GX,14.66,1.122,S0
IC 4728,279.487500,-62.530890,PAV,GX,14.17,2.239,SBab
IC 4736,279.665850,-57.893300,PAV,GX,14.54,1.288,SBd
IC 4727,279.483600,-62.700630,PAV,GX,14.07,1.230,E-S0
IC 4730,279.709050,-63.349920,PAV,GX,14.47,1.445,S0-a
IC 4724,279.667800,-70.125670,PAV,GX,15.13,0.832,
IC 4731,279.679050,-62.942940,PAV,GX,13.78,1.549,S0-a
IC 4738,280.111800,-61.902510,PAV,GX,15.20,1.259,Sc
IC 4737,279.993300,-62.597920,PAV,GX,14.96,0.933,SBa
IC 4735,279.958200,-62.956080,PAV,GX,15.42,0.794,
IC 4739,280.212450,-61.901560,PAV,GX,15.15,0.955,Sbc
IC 4743,280.371450,-61.772200,PAV,GX,14.98,0.933,S0
IC 4745,280.649550,-64.942990,PAV,GX,13.85,2.089,Sab
IC 4744,280.478700,-63.223690,PAV,GX,15.37,0.661,I
IC 4748,280.691400,-64.072650,PAV,GX,14.33,1.000,S0
IC 4740,280.752450,-68.359920,PAV,GX,15.21,1.000,SABc
IC 4754,281.001000,-61.990190,PAV,GX,14.31,1.259,SBb
IC 4761,280.981650,-52.853020,TEL,GX,13.93,1.549,SBbc
IC 4750,280.761150,-62.971470,PAV,GX,15.10,1.148,S0-a
IC 4752,280.944600,-64.082130,PAV,GX,15.43,0.741,Sab
IC 4751,280.830450,-62.112200,PAV,GX,14.09,1.072,S0
IC 4755,281.254800,-63.692210,PAV,GX,15.09,1.413,Sa
IC 4746,281.477250,-72.671290,PAV,GX,nan,0.575,
IC 4759,281.422200,-63.086850,PAV,GX,15.75,0.912,I
IC 4764,281.781600,-63.484440,PAV,GX,14.79,1.413,Sa
IC 4777,282.047100,-53.147600,TEL,GX,14.65,0.933,S0-a
IC 4771,282.098550,-63.247430,PAV,GX,15.25,1.096,Sc
IC 4774,282.044100,-57.935780,PAV,GX,14.46,1.047,SBbc
IC 4775,282.109500,-57.183790,PAV,GX,14.74,1.514,Sb
IC 4770,282.043050,-63.383240,PAV,GX,15.43,0.776,SABa
IC 4780,282.483750,-59.252900,PAV,GX,14.94,0.759,Sbc
IC 4778,282.501300,-61.719440,PAV,GX,14.18,1.202,S0-a
IC 4779,282.626700,-63.012880,PAV,GX,14.84,0.871,Sab
IC 4773,282.838650,-69.925760,PAV,GX,14.41,1.380,SABd
IC 4783,282.889050,-58.813110,PAV,GX,14.56,1.148,Sbc
IC 4781,282.906750,-62.792600,PAV,GX,15.30,0.955,S0-a
IC 4782,282.728700,-55.491170,TEL,GX,14.87,0.398,Sc
IC 4786,283.185600,-56.694580,TEL,GX,15.87,0.794,Sbc
IC 4784,283.200000,-63.259700,PAV,GX,13.74,1.514,S0
IC 4788,283.671000,-63.452310,PAV,GX,15.96,1.259,Sc
IC 4787,284.017200,-68.682160,PAV,GX,14.61,1.072,SBm
IC 4789,284.077050,-68.567000,PAV,GX,14.04,1.622,Sc
IC 4790,284.134050,-64.928850,PAV,GX,13.98,1.202,SBc
IC 4793,284.231400,-61.399800,PAV,GX,14.56,1.202,Sb
IC 4796,284.115900,-54.213890,TEL,GX,13.26,1.950,S0
IC 4795,284.318100,-61.609080,PAV,GX,15.72,1.122,Sc
IC 4798,284.587050,-62.118430,PAV,GX,13.19,2.042,S0
IC 4800,284.680950,-63.139160,PAV,GX,13.70,1.950,SBa
IC 4801,284.910000,-64.675150,PAV,GX,13.60,1.950,S0-a
IC 4804,285.280650,-61.833330,PAV,GX,14.76,1.288,Sc
IC 4806,285.378000,-57.532010,PAV,GX,13.07,2.399,Sb
IC 4807,285.573750,-56.931130,PAV,GX,14.21,1.023,SBc
IC 4809,286.022550,-62.194060,PAV,GX,15.01,1.000,
IC 4811,286.436100,-67.133830,PAV,GX,15.72,0.631,Sbc
IC 4818,286.512600,-55.136830,TEL,GX,15.36,0.955,S0-a
IC 4815,286.710750,-61.701490,PAV,GX,14.38,1.122,S0
IC 4813,286.423200,-66.521480,PAV,GX,14.47,1.318,
IC 4817,286.551450,-56.159320,TEL,GX,14.49,1.479,Sbc
IC 4820,287.306400,-63.465470,PAV,GX,15.18,1.349,Scd
IC 4823,288.065850,-63.976690,PAV,GX,14.69,1.230,S0-a
IC 4829,288.140400,-56.540210,TEL,GX,14.70,1.047,Sb
IC 4826,288.088350,-57.202210,PAV,GX,14.48,1.288,Sab
IC 4828,288.419400,-62.082530,PAV,GX,14.78,1.122,Sbc
IC 4831,288.682500,-62.272620,PAV,GX,12.76,3.631,SBab
IC 4822,288.689550,-72.441170,PAV,GX,13.83,0.708,Sbc
IC 4832,288.516150,-56.610680,TEL,GX,13.71,2.570,Sa
IC 4835,288.864450,-58.238030,PAV,GX,14.75,0.871,Sc
IC 4836,289.074600,-60.200410,PAV,GX,13.20,1.585,SBc
IC 4839,288.892050,-54.626670,TEL,GX,13.31,2.138,Sbc
IC 4833,288.921600,-62.329960,PAV,GX,14.67,0.776,S?
IC 4825,289.315200,-72.748780,PAV,GX,15.64,0.513,Sbc
IC 4834,289.130550,-64.006170,PAV,GX,14.76,1.122,Sa
IC 4842,289.852050,-60.644320,PAV,GX,13.44,2.239,E
IC 4843,289.840350,-59.308810,PAV,GX,15.19,1.148,SBbc
IC 4841,290.178600,-72.226790,PAV,GX,14.88,0.933,SABc
IC 4847,290.883300,-65.506650,PAV,GX,14.93,0.977,S0
IC 4848,290.727450,-56.780790,PAV,GX,14.89,0.692,Sbc
IC 4849,291.399900,-62.932700,PAV,GX,14.58,0.977,SBc
IC 4851,291.372600,-57.670470,PAV,GX,14.17,1.698,SBab
IC 4856,291.873750,-54.908900,TEL,GX,14.52,1.175,IB
IC 4855,291.838350,-59.315310,PAV,GX,13.81,1.318,SABc
IC 4853,292.697100,-71.070030,PAV,GX,14.89,1.230,Sbc
IC 4866,293.644950,-61.145720,PAV,GX,13.90,1.660,SABb
IC 4874,294.089850,-47.265930,TEL,GX,14.64,1.380,SABb
IC 4875,294.410550,-52.075800,TEL,GX,14.61,1.000,I
IC 4876,294.428100,-52.842770,TEL,GX,14.22,1.318,SABc
IC 4877,294.482850,-51.991350,TEL,GX,14.62,1.660,S0
IC 4878,294.708750,-58.226490,PAV,GX,15.16,1.514,
IC 4879,294.901950,-52.368790,TEL,GX,14.51,0.891,Sa
IC 4881,295.108350,-55.857720,TEL,GX,14.55,1.096,SBbc
IC 4880,295.128900,-56.410160,TEL,GX,14.31,1.995,S0-a
IC 4882,295.097250,-55.196890,TEL,GX,14.55,0.977,SBb
IC 4864,295.025700,-77.558170,OCT,GX,14.81,1.778,SABa
IC 4884,295.671150,-58.128490,PAV,GX,14.69,1.585,S0
IC 4886,295.810500,-51.807500,TEL,GX,14.20,1.479,Sb
IC 4885,295.966950,-60.651810,PAV,GX,14.50,1.995,Sc
IC 4890,296.397750,-56.545500,TEL,GX,14.73,1.023,SBb
IC 4894,296.746650,-51.846560,TEL,GX,14.66,0.871,
IC 4887,297.088950,-69.587190,PAV,GX,14.23,0.977,SABa
IC 4896,297.270450,-58.981400,PAV,GX,15.35,0.891,Sb
IC 4900,297.592200,-51.345830,TEL,GX,16.14,0.912,Sbc
IC 4893,297.639000,-72.509970,PAV,GX,12.54,0.575,
IC 4899,298.610700,-70.591440,PAV,GX,14.57,1.023,Sbc
IC 4902,298.600500,-56.379080,TEL,GX,16.08,0.676,Sbc
IC 4905,299.024550,-61.221120,PAV,GX,15.90,1.047,Sab
IC 4907,299.054250,-52.454280,TEL,GX,16.13,0.537,Sbc
IC 4909,299.189850,-50.055720,TEL,GX,14.63,1.175,Sbc
IC 4908,299.236200,-55.791710,TEL,GX,15.02,0.661,Sa
IC 4913,299.198400,-37.328420,SGR,GX,13.98,1.585,E-S0
IC 4914,299.485050,-50.131090,TEL,GX,15.88,0.457,Sbc
IC 4903,299.555850,-70.453400,PAV,GX,15.22,1.175,Sb
IC 4916,299.579850,-50.272100,TEL,GX,14.40,1.047,Sb
IC 4910,299.445750,-56.863070,PAV,GX,15.61,0.525,SBbc
IC 4915,299.633100,-52.642310,TEL,GX,14.80,1.380,E-S0
IC 4917,299.728050,-52.273170,TEL,GX,15.21,0.794,S0
IC 4904,299.661600,-70.184170,PAV,GX,14.78,1.072,Sab
IC 4918,299.805000,-52.275110,TEL,GX,16.22,0.407,
IC 4920,300.036600,-53.383750,TEL,GX,16.52,0.646,Sbc
IC 4926,300.050550,-38.578560,SGR,GX,13.95,1.288,E
IC 4931,300.208950,-38.576530,SGR,GX,12.94,2.291,E
IC 4925,300.291000,-52.865780,TEL,GX,16.28,0.891,Sbc
IC 4932,300.564600,-52.846190,TEL,GX,15.40,0.832,Sa
IC 4921,300.831600,-67.826860,PAV,GX,15.34,0.794,S0
IC 4935,301.142250,-57.598160,PAV,GX,14.07,1.778,SBa
IC 4937,301.323450,-56.256230,TEL,GX,14.92,1.698,Sb
IC 4938,301.548750,-60.211570,PAV,GX,13.43,0.457,SBab
IC 4941,301.744350,-53.652330,TEL,GX,15.52,0.871,SBd
IC 4939,301.796400,-60.738680,PAV,GX,15.11,0.741,Sc
IC 4934,301.811850,-69.479200,PAV,GX,15.02,1.549,Sc
IC 4948,301.828950,-43.631500,SGR,GX,17.30,0.347,
IC 4944,301.786950,-54.446860,TEL,GX,14.63,1.318,S0-a
IC 4942,301.705650,-52.609830,TEL,GX,16.18,0.646,SBab
IC 4950,302.114100,-56.161790,TEL,GX,15.11,1.380,SBbc
IC 4951,302.382450,-61.850410,PAV,GX,14.03,3.090,SBd
IC 4957,302.398350,-55.709250,TEL,GX,15.27,0.933,SBab
IC 4953,302.499600,-62.792190,PAV,GX,15.70,0.575,Sbc
IC 4945,302.820300,-71.012940,PAV,GX,14.82,1.380,SBb
IC 4928,302.550000,-77.308980,OCT,GX,15.98,0.891,
IC 4961,302.869050,-53.125170,TEL,GX,15.03,1.622,SABd
IC 4956,302.880150,-45.593270,TEL,GX,13.36,1.738,E
IC 4963,303.022950,-55.245870,TEL,GX,14.33,1.445,SABa
IC 4966,303.308850,-53.499690,TEL,GX,16.27,0.794,Sc
IC 4969,303.234600,-53.920030,TEL,GX,15.19,0.708,Sa
IC 4978,303.656850,-54.422060,TEL,GX,15.45,0.741,
IC 4973,303.642150,-58.371130,PAV,GX,15.93,0.661,Sbc
IC 4975,303.512550,-52.721750,TEL,GX,14.36,1.122,S0
IC 4979,303.674400,-53.458640,TEL,GX,14.94,1.072,SABc
IC 4960,303.849450,-70.537750,PAV,GX,14.54,1.259,S0
IC 4974,303.858750,-61.857570,PAV,GX,16.37,0.851,E
IC 4958,303.897300,-72.711170,PAV,GX,13.26,0.457,Sc
IC 4980,303.870600,-57.912640,PAV,GX,14.19,1.622,S0-a
IC 4968,303.709200,-64.798380,PAV,GX,15.00,0.759,SBc
IC 4984,304.072650,-52.703730,TEL,GX,15.38,0.891,Sb
IC 4983,304.024800,-52.086470,TEL,GX,14.29,1.023,SBc
IC 4967,304.096350,-70.564710,PAV,GX,14.83,0.724,E
IC 4986,304.298550,-55.036420,TEL,GX,14.16,2.239,SABd
IC 4970,304.238850,-70.749920,PAV,GX,14.61,1.660,E-S0
IC 4971,304.261800,-70.620940,PAV,GX,16.04,0.912,Sbc
IC 4987,304.330800,-52.279570,TEL,GX,15.15,1.000,SABc
IC 4972,304.427250,-70.916050,PAV,GX,15.47,1.000,Sb
IC 4981,304.913400,-70.848500,PAV,GX,13.48,1.072,I
IC 4989,304.848750,-58.551540,PAV,GX,15.29,1.148,Sb
IC 4982,305.085900,-71.007540,PAV,GX,15.25,0.525,
IC 4995,304.995600,-52.621970,TEL,GX,14.35,1.175,S0
IC 4985,305.183400,-70.986970,PAV,GX,14.86,0.851,S?
IC 4994,304.935450,-53.447420,TEL,GX,13.98,1.349,S0
IC 4993,305.484750,-66.985390,PAV,GX,15.70,0.513,Sm
IC 4990,305.356650,-66.890890,PAV,GX,16.06,0.776,SBc
IC 4992,305.866050,-71.564850,PAV,GX,14.57,1.698,SBc
IC 4946,305.992050,-43.995310,SGR,GX,12.62,2.512,S0-a
IC 5001,306.583350,-54.774670,TEL,GX,15.27,0.977,S0-a
IC 5002,306.666150,-54.799720,TEL,GX,14.24,1.349,S0
IC 5012,307.383150,-56.743170,PAV,GX,15.23,1.072,SBc
IC 5020,307.660350,-33.485630,MIC,GX,13.02,2.344,Sb
IC 5010,307.611300,-66.097310,PAV,GX,15.82,0.776,Sc
IC 5017,308.016300,-57.587560,IND,GX,14.92,0.977,S0
IC 5009,308.143050,-72.167530,PAV,GX,14.40,1.047,S0-a
IC 5021,308.392650,-54.521040,IND,GX,15.05,0.759,S?
IC 5014,308.815500,-73.452640,PAV,GX,14.37,0.776,
IC 5016,308.903850,-72.911100,PAV,GX,15.85,0.631,SBab
IC 5023,309.544650,-67.184640,PAV,GX,14.21,1.445,Sa
IC 5024,310.039800,-71.107700,PAV,GX,14.91,0.977,
IC 5022,310.275600,-76.450140,OCT,GX,15.48,0.776,SABc
IC 5027,310.287150,-55.472090,IND,GX,15.26,0.501,Sbc
IC 5028,310.841850,-65.647780,PAV,GX,15.23,1.318,I
IC 5034,310.923600,-57.030300,IND,GX,14.65,1.413,Sbc
IC 5033,310.979550,-57.334250,IND,GX,15.38,0.955,Sc
IC 5035,311.060100,-57.127560,IND,GX,15.87,0.631,Sc
IC 5025,311.246250,-76.984630,OCT,GX,15.43,1.660,Sbc
IC 5031,311.334450,-67.539450,PAV,GX,14.04,0.589,
IC 5032,311.341800,-67.551850,PAV,GX,13.55,1.288,S0-a
IC 5036,311.155950,-57.627040,IND,GX,16.01,1.000,Sc
IC 5037,311.413500,-58.449810,IND,GX,15.84,1.318,Sc
IC 5038,311.715300,-65.016770,PAV,GX,14.18,1.514,SBc
IC 5049A,311.847300,-38.413730,MIC,GX,15.15,1.096,E
IC 5049B,311.849400,-38.418500,MIC,GX,14.43,1.778,E
IC 5043,311.659350,-56.983660,IND,GX,16.34,0.776,Sc
IC 5042,311.941800,-65.084270,PAV,GX,14.12,1.096,Sc
IC 5026,312.116850,-78.069220,OCT,GX,15.43,2.399,Scd
IC 5056,312.303150,-39.222970,MIC,GX,15.28,0.550,SBc
IC 5044,312.673350,-71.899500,PAV,GX,15.54,0.646,
IC 5045,312.708900,-71.909800,PAV,GX,15.28,0.813,Sb
IC 5059,312.806100,-57.688630,IND,GX,15.14,0.891,Sab
IC 5048,312.919200,-71.800740,PAV,GX,15.85,0.575,SBbc
IC 5052,313.018800,-69.200070,PAV,GX,11.67,7.079,SBcd
IC 5040,313.081650,-76.686560,OCT,GX,15.12,0.794,Sd
IC 5051,313.094400,-71.789850,PAV,GX,15.54,0.676,Sc
IC 5060,313.693050,-71.636590,PAV,GX,15.56,0.871,Sc
IC 5066,314.262600,-73.147250,PAV,GX,15.27,0.676,Sab
IC 5069,315.041700,-71.812820,PAV,GX,14.17,1.148,SBb
IC 5074,315.251850,-63.152670,PAV,GX,15.21,0.646,Sc
IC 5072,315.486750,-72.988460,PAV,GX,15.55,0.813,
IC 5073,315.832800,-72.687860,PAV,GX,14.87,1.175,SBc
IC 5075,316.159200,-71.867910,PAV,GX,14.57,1.096,Sab
IC 5079,316.526550,-56.249400,IND,GX,19.70,nan,
IC 5077,317.224800,-73.640760,PAV,GX,15.73,0.661,Sbc
IC 5085,318.364200,-74.103100,PAV,GX,15.27,0.724,Sab
IC 5087,318.589200,-73.773890,PAV,GX,15.04,1.445,SBb
IC 5092,319.060350,-64.464690,PAV,GX,12.99,2.754,SBc
IC 5091,319.404300,-70.652830,PAV,GX,15.87,0.562,Sc
IC 5094,319.456200,-66.427690,PAV,GX,14.53,1.175,SBc
IC 5095,319.342800,-59.947540,PAV,GX,15.35,0.912,Sc
IC 5096,319.589850,-63.760690,PAV,GX,13.45,3.548,Sbc
